title,description,source,access,date,lang,issue,tags,
How to calculate Travel time for any location in the world,A guide on how to perform Isochrones (travel time from one point to another) in Python.,https://towardsdatascience.com/how-to-calculate-travel-time-for-any-location-in-the-world-56ce639511f,29-Sep-21,,en,21-Nov,"blog, methods",
Blackline Vision's Walkability Measure for the City of Calgary,"Be There In 15 is a data exploration project to help you find what community might suit you best, based on the walkable proximity to your favorite things.",https://dss-poc-prod.blacklinesafety.com/public-webapps/BeThereIn15,,14-Oct-21,en,21-Nov,"blog, methods",
SOLARGIS,"Cartes et données géospatiales sur le potentiel d’électricité photovoltaïque, l’irradiation horizontale globale et l’irradiation normale directe pour plus de 200 pays.",https://solargis.com/maps-and-gis-data/download/canada,15-Sep-21,,fr,21-Nov,"données, environnement",
Nouvel outil de cartographie des points chauds du carbone forestier et de la biodiversité,Une nouvelle étude et un nouvel outil de cartographie permettent aux décideurs de déterminer le potentiel de piégeage du carbone des forêts au cours des 30 prochaines années.,https://giscafe.com/nbc/articles/1/1865230/New-Mapping-Tool-Forest-Carbon-Hotspots-Biodiversity,17-Sep-21,14-Sep-21,fr,21-Nov,"blog, visuel, environnement",
Comment calculer le temps de trajet pour n’importe quel endroit dans le monde,Un guide sur la façon d’effectuer des isochrones (temps de parcours d’un point à un autre) dans Python.,https://towardsdatascience.com/how-to-calculate-travel-time-for-any-location-in-the-world-56ce639511f,29-Sep-21,,fr,21-Nov,"blog, méthodes",
Mesure du potentiel piétonnier de Blackline Vision pour la Ville de Calgary,"« Be There In 15 » est un projet d’exploration de données destiné à vous aider à trouver la communauté qui vous conviendrait le mieux, en fonction de la proximité à distance de marche de vos activités préférées.",https://dss-poc-prod.blacklinesafety.com/public-webapps/BeThereIn15,,14-Oct-21,fr,21-Nov,"blog, méthodes",
Putting a Stop to Traffic Issues,"This article describes the use of multiple forms of mapping technology used to create a spatial inventory of bus stop locations in Denver, Colorado. The data collection process was performed by the All Traffic Data Services (ATD), and through the use of their mobile vehicle mapping approach was able to improve the efficiency of mapping these bus stop features.",https://www.directionsmag.com/article/10444,2021-10-18,2021-02-03,en,21-Nov,"news, blog",
Mettre fin aux problèmes de circulation,"Cet article, en anglais seulement, traite de plusieurs formes de technologie cartographique utilisées pour créer un inventaire spatial des emplacements des arrêts d’autobus à Denver, dans le Colorado. La collecte des données a été réalisée par l’entreprise All Traffic Data Services (ATD). En utilisant son approche de cartographie mobile des véhicules, l’entreprise a été en mesure d’améliorer l’efficacité de la cartographie des caractéristiques de ces arrêts d’autobus.",https://www.directionsmag.com/article/10444,2021-10-18,2021-02-03,fr,21-Nov,"nouvelles, blog",
How open source is helping solve the plastic pollution problem ,"A Q/A session with the OpenLitterMap application developer, Seán Lynch. The article delves into numerous topics, including; what OpenLitterMap is, why/how the web mapping application was developed, the importance of open data, how the platform can improve citizen science, and the role that data can play in society. ",https://opensource.com/article/21/1/openlittermap,2021-10-18,2021-01-24,en,21-Nov,news,
Solution de la technologie à source ouverte pour résoudre le problème de la pollution plastique,"L’article, en anglais seulement, présente un entretien avec le développeur de l’application cartographique en ligne OpenLitterMap, Seán Lynch. Entre autres nombreux sujets, il explique en quoi consiste l’application OpenLitterMap, le comment et le pourquoi de sa création, l’importance des données ouvertes, la façon dont la plateforme peut améliorer la science citoyenne et le rôle que peuvent jouer les données dans la société.",https://opensource.com/article/21/1/openlittermap,2021-10-18,2021-01-24,fr,21-Nov,nouvelles,
"PostGIS, A Complete Workflow ","An introduction into how to use PostGIS for spatial research. The tutorial provides a walk-thru for common project tasks, including; creating a database/schema/table, inserting data into a database’s table, querying the data, and visualizing spatial data in QGIS.",https://towardsdatascience.com/postgis-a-complete-workflow-729bb604f34c,2021-10-18,2021-10-13,en,21-Nov,"blog, methods",
"PostGIS, un flux opérationnel complet","Il s’agit d’une introduction à l’utilisation de PostGIS dans le cadre de la recherche spatiale. Le tutoriel, en anglais seulement, fournit la procédure à suivre pour exécuter les tâches courantes liées au projet PostGIS telles que la création d’une base de données, d’un schéma ou d’un tableau, l’insertion de données dans un tableau de base de données existant, l’interrogation des données et la visualisation des données spatiales dans QGIS.",https://towardsdatascience.com/postgis-a-complete-workflow-729bb604f34c,2021-10-18,2021-10-13,fr,21-Nov,"blog, méthodes",
"OSM Can-BICS, Mapping bicycle facilities across Canada","Using the Canadian Bikeway Comfort and Safety Classification (Can-BICS), cycling infrastructure data from local open data portals was classified. This was done using Open Street Map (OSM) and various resolutions of satellite imagery, as well as Google Street View in order to better understand the nomenclature used to identify infrastructure. This analysis was done for 15 sample cities from across Canada.",https://storymaps.arcgis.com/stories/a20689f708d940f1abd1492877f7b1e4,2021-11-01,,en,21-Nov,data,
"Can-BICS d’OSM, cartographie des aménagements cyclables au Canada","Les données sur les aménagements cyclables des portails locaux de données ouvertes ont été classées au moyen du Système de classification du confort et de la sécurité des voies cyclables canadiennes (Can-BICS). Ce classement a été effectué en au moyen d’Open Street Map (OSM) et de diverses résolutions d’imagerie satellite, ainsi que de Google Street View afin de mieux comprendre la nomenclature utilisée pour déterminer les aménagements. Cette analyse a été effectuée pour 15 villes échantillons au Canada.",https://storymaps.arcgis.com/stories/a20689f708d940f1abd1492877f7b1e4,2021-11-01,,fr,21-Nov,données,
"The Data Revolution, Conceptualizing Data",This is the first chapter of a book called The Data Revolution by Rob Kitchen. It outlines how the changing business of data collection and distribution. It further explains the different kinds of data and the way in which they come together to form knowledge.,https://uk.sagepub.com/sites/default/files/upm-binaries/63923_Kitchin_CH1.pdf,2021-11-02,,en,21-Nov,data,
"La révolution des données, conceptualisation des données",Il s’agit du premier chapitre d’un livre intitulé The Data Revolution (La révolution des données) écrit par Rob Kitchin. Il explique les nouvelles façons de recueillir et de distribuer les données. Il porte également sur les différents types de données et la manière dont celles-ci sont rassemblées pour former des connaissances.,https://uk.sagepub.com/sites/default/files/upm-binaries/63923_Kitchin_CH1.pdf,2021-11-02,,fr,21-Nov,données,
To Save the Monarch Butterfly: Taking Action with Maps,"The Rights-of-Way as Habitat Working Group, is helping to protect Monarch Butterflies using GIS. By mapping potential habitats and milkweed food source locations in North America and by partnering with numerous Government departments/industries, they are improving Monarch habitats along their migration flight paths.",https://www.esri.com/about/newsroom/blog/mapping-to-save-monarchs/,2022-01-11,2022-01-11,en,22-Jan,"blog, environment",
Protéger le papillon monarque : le recours aux cartes pour passer à l’action,"Le groupe de travail Rights-of-Way as Habitat Working Group aide à protéger les papillons monarques grâce à son exploitation du Système d'information géographique (SIG). Le groupe de travail, en partenariat avec de nombreux ministères ou organismes gouvernementaux et industries, cartographie les habitats potentiels et les sources d’alimentation en asclépiade pour améliorer les habitats des monarques tout au long de leur voie migratoire.",https://www.esri.com/about/newsroom/blog/mapping-to-save-monarchs/,2022-01-11,2022-01-11,fr,22-Jan,"blog,  environnement",
Equity Mapping: How We Can Do More with GIS,"The article examines the use of GIS in addressing equity issues. Through GIS, projects can go beyond describing equity issues, and instead work with communities to bring about change and determine the progress being made.",https://www.directionsmag.com/article/11217,2021-12-10,2021-12-08,en,22-Jan,blog,
Cartographier l’équité : comment en faire plus avec le SIG,"L’article porte sur l’utilisation du SIG comme moyen d’aborder les questions d’équité. À l’aide du SIG, les projets peuvent aller au-delà de la description des questions d’équité pour plutôt travailler avec les collectivités afin d’opérer des changements et évaluer les progrès réalisés.",https://www.directionsmag.com/article/11217,2021-12-10,2021-12-08,fr,22-Jan,blog,
"Beginners Guide to Building Neural Networks using PyTorch, ","An introduction to the PyTorch Python library, using the example of identifying different numbers in hand written samples.",https://medium.com/fse-ai/pytorch-909e81f54ee1,2021-12-10,2020-02-03,en,22-Jan,"blog, methods",
Guide d’initiation à la construction de réseaux neuronaux avec PyTorch,Une introduction à la bibliothèque Python de PyTorch à l’aide de l’exemple de l’identification de différents nombres tirés d’échantillons écrits à la main.,https://medium.com/fse-ai/pytorch-909e81f54ee1,2021-12-10,2020-02-03,fr,22-Jan,"blog, méthodes",
Satellites discover huge amounts of undeclared methane emissions,New research using remote sensing and satellite imagery to detect methane emissions.,https://www.space.com/satellites-discover-huge-undeclared-methane-emissions,,,en,22-Jan,"news, environment",
Les satellites découvrent d'énormes quantités d'émissions de méthane non déclarées,Nouvelles recherches utilisant la télédétection et l'imagerie satellitaire pour détecter les émissions de méthane.,https://www.space.com/satellites-discover-huge-undeclared-methane-emissions,,,fr,22-Jan,"nouvelles, environnement",
Urban Infrastructure Audit: An Effective Protocol to Digitize Signalized Intersections by Mining Street View Images,"This study proposes a protocol to identify signalized intersections using road networks and street view imagery, in place of manual collection.",https://www.researchgate.net/publication/355160260_Urban_Infrastructure_Audit_An_Effective_Protocol_to_Digitize_Signalized_Intersections_by_Mining_Street_View_Images,,,en,22-Jan,"journal, methods, industry",
Audit des infrastructures urbaines : Un protocole efficace pour numériser les intersections signalisées en exploitant les images Street View,"Cette étude propose un protocole pour identifier les intersections signalisées en utilisant les réseaux routiers et l'imagerie de la vue de la rue, au lieu de la collecte manuelle.",https://www.researchgate.net/publication/355160260_Urban_Infrastructure_Audit_An_Effective_Protocol_to_Digitize_Signalized_Intersections_by_Mining_Street_View_Images,,,fr,22-Jan,"revue, méthodes, industrie",
Measuring the Impact of School Connectivity,Mapbox blog that details how they used Mapbox tools to perform travel-time accessibility analyses.,https://www.mapbox.com/blog/measuring-the-impact-of-school-connectivity-in-the-giga-initiative-how-we-built-it,,,en,22-Jan,"blog, methods",
Mesurer l'impact de la connectivité des écoles,Le blog de Mapbox qui détaille la manière dont ils ont utilisé les outils Mapbox pour effectuer des analyses d'accessibilité en temps de trajet.,https://www.mapbox.com/blog/measuring-the-impact-of-school-connectivity-in-the-giga-initiative-how-we-built-it,,,fr,22-Jan,"blog, méthodes",
New High-Resolution Digital Elevation Model and building footprints derived from LiDAR data available on Open Maps!,Natural Resources Canada (NRCan) is pleased to announce the release of a range of new LiDAR-derived data on Open Maps – with data from numerous government organizations across the country.,https://www.nrcan.gc.ca/science-and-data/science-and-research/topographic-information/new-high-resolution-digital-elevation-model-and-building-footprints-derived-from-lida/23919,,,en,22-Jan,data,
Nouveaux Modèles numériques d’élévation haute résolution et empreintes de bâtiments dérivés de lidar disponibles sur Cartes ouvertes !,Ressources naturelles Canada (RNCan) a le plaisir d’annoncer la publication sur Cartes Ouvertes d’un éventail de nouvelles données dérivées de lidar. Les données proviennent de nombreuses organisations gouvernementales réparties au pays.,https://www.rncan.gc.ca/nouveaux-modeles-numeriques-delevation-haute-resolution-et-empreintes-de-batiments-de/23920,,,fr,22-Jan,données,
Geocomputation with R,"The R series book ""Geocomputation with R"" has recently released a new version! It is a great resource on how to leverage geographic data with R.",https://geocompr.robinlovelace.net/,,,en,22-Jan,"methods, training",
Géocomputation avec R,"La nouvelle version du livre de la série R ""Geocomputation with R"" vient de paraître ! Il s'agit d'une excellente ressource sur la façon d'exploiter les données géographiques avec R.",https://geocompr.robinlovelace.net/,,,fr,22-Jan,"méthodes, formation",
Interactive Map Shows Relationship Between Income and COVID-19 in Montréal,"Building on previous efforts to study the relationship between income and COVID-19 in North American cities, the GeoSDH research group has developed a new map of these measures in Montréal.",https://nancyrossresearchgroup.ca/2020/11/16/new-interactive-map-shows-relationship-between-income-and-covid-19-in-montreal/,16-Nov-20,29-Oct-21,en,22-Jan,"blog, visual",
"Multi-sensor remote sensing for drought characterization: current status, opportunities and a roadmap for the future ","Overview of data sources, relevant parameters, methods, and modelling of droughts using remote sensing.",https://reader.elsevier.com/reader/sd/pii/S0034425721000316?token=8DA3A7A60FBE9C522F3C68EA564D55D3BA0B59BA25F3887768DC11F3D14EF22F56C19048B758A879A097AEA864820A2A&originRegion=us-east-1&originCreation=20220107220756,05-Feb-21,06-Jan-22,en,22-Jan,"journal, environment",
The Bare Earth,"Contrasting aerial photos with bare-earth LiDAR imagery for observing landslides, volcanoes, faults, tsunamis, glaciers, rivers and surficial geology.",https://wadnr.maps.arcgis.com/apps/Cascade/index.html?appid=36b4887370d141fcbb35392f996c82d9,,06-Jan-22,en,22-Jan,"blog, visual, environment",
Carte interactive montrant le lien entre le revenu et la COVID-19 à Montréal,"S’appuyant sur des études antérieures portant sur le lien entre le revenu et la COVID-19 dans les villes nord-américaines, le Groupe de recherche sur les déterminants géosociaux de la santé a élaboré une nouvelle carte illustrant ces mesures dans le cas de la ville de Montréal.",https://nancyrossresearchgroup.ca/2020/11/16/new-interactive-map-shows-relationship-between-income-and-covid-19-in-montreal/,16-Nov-20,29-Oct-21,fr,22-Jan,"blog, visuel",
"Télédétection à capteurs multiples aux fins de la caractérisation de la sécheresse : situation actuelle, possibilités et feuille de route pour l’avenir ","Aperçu des sources de données, des paramètres pertinents, des méthodes et de la modélisation des sécheresses au moyen de la télédétection.",https://reader.elsevier.com/reader/sd/pii/S0034425721000316?token=8DA3A7A60FBE9C522F3C68EA564D55D3BA0B59BA25F3887768DC11F3D14EF22F56C19048B758A879A097AEA864820A2A&originRegion=us-east-1&originCreation=20220107220756,05-Feb-21,06-Jan-22,fr,22-Jan,"revue, environnement",
The Bare Earth (La terre nue),"Photos aériennes contrastées de la terre nue faisant appel à la technologie d’imagerie LiDAR (détection et télémétrie par ondes lumineuses) pour observer les glissements de terrain, les volcans, les failles, les tsunamis, les glaciers, les rivières et la géologie de surface.",https://wadnr.maps.arcgis.com/apps/Cascade/index.html?appid=36b4887370d141fcbb35392f996c82d9,,06-Jan-22,fr,22-Jan,"blog, visuel, environnement",
British Columbia Challenger Map,The Challenger Relief Map of British Columbia which gained notoriety as the largest topographic map ever constructed when it was completed in 1954. It depicts the Rocky Mountain range using accurately scaled pieces of Douglas Fir plywood. It was housed in the Vancouver Pacific National Exhibition (PNE) from 1954 until 1997. A portion of it has recently been returned to the PNE for public viewing during the 2021 holiday season and fundraising for permanent placement in the exhibition is currently underway.,https://gogeomatics.ca/british-columbia-challenger-map,,03-Dec-21,en,22-Jan,blog,
La carte en relief Challenger de la Colombie-Britannique ,"La carte en relief de la Colombie-Britannique s’est fait connaître comme étant la plus importante carte topographique jamais élaborée lors de sa création en 1954. Elle présente, à l’échelle exacte, les montagnes Rocheuses à l’aide de pièces de contreplaqués de sapin de Douglas. Elle a fait partie de l’Exposition nationale du Pacifique de Vancouver de 1954 à 1997. Une partie de celle-ci a été retournée à l’Exposition nationale du Pacifique pour être exposée au public pendant la période des Fêtes de 2021, et une collecte de fonds est en cours pour qu’on l’expose de façon permanente.",https://gogeomatics.ca/british-columbia-challenger-map,,03-Dec-21,fr,22-Jan,blog,
Mapping a First Look at Tonga's Devastation After the Volcano Eruption,"Following a powerful undersea volcano eruption near the Pacific Island Nation of Tonga, understanding the scope of the damage has been difficult. By mapping data released by the Royal New Zealand Defense Force and Australian Defense Force, a better understanding of the events is now clear. ", https://www.nytimes.com/interactive/2022/01/18/world/australia/tonga-map.html,,21-Jan-22,en,22-Jan,news,
Cartographie d’un premier regard sur la destruction de Tonga à la suite de l’éruption volcanique ,"À la suite d’une puissante éruption volcanique sous-marine qui a eu lieu près de la nation insulaire du Pacifique, il a été difficile de bien saisir l’ampleur des dégâts. En schématisant les données publiées par les forces de défense royales de la Nouvelle-Zélande et de l’Australie, il est maintenant plus aisé de dépeindre un portrait de la situation. ", https://www.nytimes.com/interactive/2022/01/18/world/australia/tonga-map.html,,21-Jan-22,fr,22-Jan,nouvelles,
UK Public dialogue on location data ethics,"The report provides evidence on public perceptions about location data use, offering insights into what citizens believe are the key benefits and concerns.",https://www.gov.uk/government/publications/public-dialogue-on-location-data-ethics/public-dialogue-on-location-data-ethics-foreword-and-executive-summary,,,en,22-Jan,"news, data",
Royaume-Uni - Dialogue public sur l'éthique des données de localisation,"Le rapport fournit des éléments sur les perceptions du public concernant l'utilisation des données de localisation, offrant des indications sur ce que les citoyens pensent être les principaux avantages et préoccupations.",https://www.gov.uk/government/publications/public-dialogue-on-location-data-ethics/public-dialogue-on-location-data-ethics-foreword-and-executive-summary,,,fr,22-Jan,"nouvelles, données",
"COVID-19 Pandemic, Geospatial Information, and Community Resilience",An open-access book featuring interdisciplinary analysis on the use of geospatial information and location intelligence to support pandemic management worldwide.,https://www.taylorfrancis.com/books/oa-edit/10.1201/9781003181590/covid-19-pandemic-geospatial-information-community-resilience-abbas-rajabifard-greg-foliente-daniel-paez,,,en,22-Jan,journal,
"La pandémie de COVID-19, information géospatiale et résilience des communautés",Un livre en accès libre présentant une analyse interdisciplinaire sur l'utilisation des informations géospatiales et de l'intelligence de localisation pour soutenir la gestion mondiale des pandémies.,https://www.taylorfrancis.com/books/oa-edit/10.1201/9781003181590/covid-19-pandemic-geospatial-information-community-resilience-abbas-rajabifard-greg-foliente-daniel-paez,,,fr,22-Jan,revue,
Wastewater-based Epidemiology: A Collective Effort to Track COVID-19,"A short overview of the use of geospatial approaches in wastewater-based epidemiology [WBE], and how it played a role during Covid-19. The article provides insights on the importance of collecting WBE data during Covid-19, how GIS technology was used for visualizing that data, and how it influenced policy through it's analysis.",https://www.directionsmag.com/article/11379,2022-04-04,2022-03-02,en,22-May,journal,
Épidémiologie fondée sur les eaux usées : un effort collectif pour suivre la COVID-19,"Un aperçu de l’utilisation des approches géospatiales en matière d’épidémiologie fondée sur les eaux usées et du rôle qu’elles ont joué pendant la pandémie de COVID-19. L’article fournit des renseignements sur l’importance de la collecte de données sur l’épidémiologie fondée sur les eaux usées pendant la pandémie de COVID-19, la manière dont la technologie du système d’information géographique a été utilisée pour visualiser ces données et l’influence qu’ont exercée les analyses basées sur cette approche sur les politiques publiques.",https://www.directionsmag.com/article/11379,2022-04-04,2022-03-02,fr,22-May,revue,
How satellite technology could help prevent dam collapses,"A discussion of the DamSat program, initially used to monitor tailing dams in Peru and now also used in the UK. The program, uses earth observation data and real time monitor technology to track changes to dams, such as contraction/expansion, greening/browning, settlement, and monitoring of seepage. This data is then feed into a cloud based system which alerts researchers of potential dam collapses.",https://www.newcivilengineer.com/innovative-thinking/how-satellite-technology-could-help-prevent-dam-collapses-05-05-2022/,2022-05-05,2022-05-05,en,22-May,"news, blog",
Comment la technologie satellitaire pourrait-elle aider à prévenir l’effondrement des digues?,"Une discussion sur le programme DamSat initialement utilisé pour surveiller les digues à stériles au Pérou et maintenant également utilisé au Royaume-Uni. Le programme utilise des données d’observation de la Terre et une technologie de surveillance en temps réel pour suivre les changements apportés aux digues, comme la contraction ou l’expansion, le verdissement ou le brunissement, ainsi que le tassement et la surveillance des suintements. Ces données sont ensuite utilisées dans un système infonuagique qui alerte les chercheurs des effondrements potentiels de digues.",https://www.newcivilengineer.com/innovative-thinking/how-satellite-technology-could-help-prevent-dam-collapses-05-05-2022/,2022-05-05,2022-05-05,fr,22-May,"nouvelles, blog",
Should We Replace the Word 'Geomatics'?,"A look at the origins of the term “Geomatics”, how well adopted the term is (especially relating to the field of surveying), and if a term like geospatial would be more appropriate/adopted by the professional geomatics community. ",https://www.gim-international.com/content/article/should-we-replace-the-word-geomatics,2022-05-05,2017-11-30,en,22-May,news,
Devrions-nous remplacer le mot « géomatique »?,"Un regard sur les origines du terme « géomatique », sur son fort degré d’adoption (en particulier dans le domaine de l’arpentage) et sur la question de savoir si le terme « géospatial » serait plus approprié et pourrait être adopté par la communauté géomatique professionnelle. ",https://www.gim-international.com/content/article/should-we-replace-the-word-geomatics,2022-05-05,2017-11-30,fr,22-May,nouvelles,
EM-DAT: International Disaster Database,"EM-DAT contains essential core data on the occurrence and effects of over 22,000 mass disasters in the world from 1900 to the present day. The database is compiled from various sources, including UN agencies, non-governmental organisations, insurance companies, research institutes and press agencies.",https://emdat.be,28-Mar-22,,en,22-May,data,
Geospatial Analysis of Brazilian E-commerce,Mapping e-commerce with postal codes.,https://www.kaggle.com/code/andresionek/geospatial-analysis-of-brazilian-e-commerce,28-Mar-22,,en,22-May,"data, blog, visuals",
Manipulating Geospatial Data,"In this tutorial, you'll learn about two common manipulations for geospatial data: geocoding and table joins.",https://www.kaggle.com/code/alexisbcook/manipulating-geospatial-data,28-Mar-22,,en,22-May,blog,
Geospatial environmental and socioeconomic data,Collection of global environmental and socioeconomic data sources.,https://www.kaggle.com/datasets/cathetorres/geospatial-environmental-and-socioeconomic-data,04-Jun-21,,en,22-May,"data, blog",
EM-DAT : Base de données internationale sur les catastrophes,"EM-DAT contient des données de base essentielles sur l’occurrence et les effets de plus de 22 000 catastrophes de masse dans le monde de 1900 à nos jours. La base de données est compilée à partir de diverses sources, notamment des agences des Nations Unies, des organisations non gouvernementales, des compagnies d’assurance, des instituts de recherche et des agences de presse.",https://emdat.be,28-Mar-22,,fr,22-May,revue,
Analyse géospatiale du commerce électronique brésilien,Cartographie du commerce électronique avec les codes postaux,https://www.kaggle.com/code/andresionek/geospatial-analysis-of-brazilian-e-commerce,28-Mar-22,,fr,22-May,"données, blog, visuels",
Manipulation des données géospatiales,"Dans ce didacticiel, vous découvrirez deux manipulations courantes des données géospatiales: le géocodage et les jointures de table.",https://www.kaggle.com/code/alexisbcook/manipulating-geospatial-data,28-Mar-22,,fr,22-May,blog,
Données géospatiales environnementales et socioéconomiques,Collecte de sources de données environnementales et socioéconomiques mondiales,https://www.kaggle.com/datasets/cathetorres/geospatial-environmental-and-socioeconomic-data,04-Jun-21,,fr,22-May,"données, blog",
Acquisition plans of the RADARSAT Constellation Mission,Canadian Space Agency highlights the RADARSAT program.,https://open.canada.ca/data/en/dataset/d2a5bf2b-064c-4baf-b69e-0986ae6922cf,08-Mar-22,22-Mar-22,en,22-May,news,
We used AI to measure Canada's urban sprawl,Urban sprawl for nine Canadian population centres are visualized in this interactive story map.,https://ici.radio-canada.ca/info/2022/03/etalement-urbain-densite-population-villes-transport-commun-changements-climatiques/en/,08-Mar-22,07-Mar-22,en,22-May,"blog, visuals",
Standard coverage maps,Standard coverage maps are provided every three months. They are technical and show the RADARSAT Constellation Mission (RCM) image products that are available for the previous three-month period.,https://www.asc-csa.gc.ca/eng/satellites/radarsat/access-to-data/standard-coverage-maps.asp,08-Mar-22,,en,22-May,"data, visuals",
Suburbia is Subsidized: Here's the Math ,Exploring the economics of services and infrastructure in modern car-centric suburban developments in America.,https://www.youtube.com/watch?v=7Nw6qyyrTeI,08-Mar-22,,en,22-May,"video, industry",
Propensity to Cycle Tool (PCT),PCT is an open-source transport planning system designed to highlight current and potential cycling regions in the UK.,https://www.pct.bike/m/?r=west-midland#aim,2022-04-07,,en,22-May,"visuals, data",
Plans d’acquisition pour la mission de la Constellation RADARSAT,L’Agence spatiale canadienne met en lumière le programme RADARSAT.,https://open.canada.ca/data/en/dataset/d2a5bf2b-064c-4baf-b69e-0986ae6922cf,08-Mar-22,22-Mar-22,fr,22-May,revue,
On a utilisé une intelligence artificielle pour mesurer l’étalement urbain au Canada,Cette carte narrative interactive permet de visualiser l’étalement urbain de neuf centres de population au Canada.,https://ici.radio-canada.ca/info/2022/03/etalement-urbain-densite-population-villes-transport-commun-changements-climatiques/en/,08-Mar-22,07-Mar-22,fr,22-May,"blog, visuels",
Cartes de couverture normalisées,Les cartes de couverture normalisées sont publiées tous les trois mois. Ce sont des cartes techniques qui montrent les produits d’image de la mission de la Constellation RADARSAT (MCR) accessibles pour le trimestre précédent.,https://www.asc-csa.gc.ca/eng/satellites/radarsat/access-to-data/standard-coverage-maps.asp,08-Mar-22,,fr,22-May,"visuels, données",
La banlieue est subventionnée : voici le calcul,"Dans cette vidéo, on explore l’économie des services et des infrastructures en ce qui concerne les aménagements suburbains modernes centrés sur la voiture, en Amérique (en anglais seulement).",https://www.youtube.com/watch?v=7Nw6qyyrTeI,08-Mar-22,,fr,22-May,"vidéo, industrie",
Outil de propension à l’utilisation du vélo (PCT),"L’outil PCT est un système de planification des transports, en source ouverte, conçu pour mettre en évidence les régions au Royaume-Uni où l’on peut actuellement et celles où l’on pourrait éventuellement se déplacer à vélo (en anglais seulement).",https://www.pct.bike/m/?r=west-midland#aim,2022-04-07,,fr,22-May,"visuels, données",
Locus Charter,The Locus Charter is a proposed set of common international principles to support ethical and responsible practice when using location data.,"https://ethicalgeo.org/locus-charter/#:~:text=The%20Locus%20Charter%20proposes%20that%20wider%2C%20shared%20understanding,and%20help%20protect%20individuals%20and%20the%20public%20interest.",,,en,22-May,"news, blog",
Locus Charter,Le « Locus Charter » est une proposition d'ensemble de principes internationaux communs visant à soutenir une pratique éthique et responsable de l'utilisation des données de localisation.,"https://ethicalgeo.org/locus-charter/#:~:text=The%20Locus%20Charter%20proposes%20that%20wider%2C%20shared%20understanding,and%20help%20protect%20individuals%20and%20the%20public%20interest.",,,fr,22-May,"nouvelles, blog",
Technologies du futur : lumière sur le lidar,"La technologie du lidar (détection et télémétrie par ondes lumineuses) permet la classification et la surveillance de nos réalités spatiales et environnementales. Depuis que le lidar est devenu viable sur le plan commercial au milieu des années 1990, le marché de ce type de technologies a connu une expansion et de nombreux sous-types, adaptés à différentes applications, ont fait leur apparition.",https://www.gim-international.com/content/article/technologies-for-the-future-a-lidar-overview-2,2022-07-12,28-Feb-19,fr,22-Jul,"nouvelles, blog",
Technologies for the Future: a Lidar Overview,"Lidar (Light Detection and Ranging) is a technology that allows for the classification and monitoring of our spatial realities and environments. Since becoming commercially viable in the mid 1990s, the market for these types of technologies has expanded and many different subtypes, custom tailored for different applications, have emerged.",https://www.gim-international.com/content/article/technologies-for-the-future-a-lidar-overview-2,2022-07-12,28-Feb-19,en,22-Jul,"news, blog",
Carboneutralité : la cartographie numérique pour accélérer les efforts du Canada,"Technologies du développement durable Canada s’engage dans un partenariat de financement avec Ecopia AI pour créer des cartes haute définition des 100 plus grandes villes, qui serviront à l’élaboration de jumeaux numériques.",https://12ft.io/proxy?q=https%3A%2F%2Fwww.smartcitiesworld.net%2Fdigital-twins%2Fdigital-mapping-to-accelerate-canadas-net-zero-efforts,2022-07-12,08-Jul-22,fr,22-Jul,"nouvelles, blog",
Digital Mapping to accelerate Canada's net-zero efforts,Sustainable Development Technology Canada is entering a funding partnership with Ecopia AI to create high-precision maps of the top 100 cities which will serve as the foundation for digital twins.,https://12ft.io/proxy?q=https%3A%2F%2Fwww.smartcitiesworld.net%2Fdigital-twins%2Fdigital-mapping-to-accelerate-canadas-net-zero-efforts,2022-07-12,08-Jul-22,en,22-Jul,"news, blog",
Intro to PostgreSQL: Create and Query Postgres Database,"A brief introduction into PostgreSQL and common SQL commands. The article provides examples on  performing standard operations, including; creating databases, creating tables, inserting records into a table, methods to query data, updating and deleting table records, the use of foreign keys for relating tables, and approaches for joining tables together. ",https://medium.com/codex/intro-to-postgresql-c8da31335c34,2022-07-12,2021-07-01,en,22-Jul,blog,
Introduction à PostgreSQL : créer et interroger une base de données Postgres,"Une brève introduction à PostgreSQL et aux commandes SQL les plus fréquentes. Cet article fournit des exemples de la réalisation d’opérations standard, notamment : la création de bases de données; la création de tableaux; l’insertion d’enregistrements dans un tableau; la recherche de données par requête selon différentes méthodes; la mise à jour et la suppression d’enregistrements dans des tableaux; l’utilisation de clés étrangères pour mettre des tableaux en relation; et la fusion de tableaux selon différentes approches. ",https://medium.com/codex/intro-to-postgresql-c8da31335c34,2022-07-12,2021-07-01,fr,22-Jul,blog,
"Data Management With Python, SQLite, and SQLAlchemy",A tutorial which compares and describes three approaches of working with data in Python. The first approach is the working with a flat file with the pandas library. The second approach explores the benefit of converting the flat file to a SQLite database. The third approach builds on the SQL database by utilizing SQLAlchemy to interact with the data. ,https://realpython.com/python-sqlite-sqlalchemy/,2022-07-13,,en,22-Jul,blog,
